"M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "trueCluster"
"1" 0.925888957510658 -1.26011255092177 1.89124340291558 -2.12606210840286 -2.64225738090866 -2.38884491528446 4.04509611610899 2.23246100822582 5.66363657286406 2.27525197261125 "1"
"2" -0.440166681733878 -3.18843011945562 0.527911290028569 0.577315973244515 -3.94564072031907 -2.86325454836328 -4.2171840038523 -1.520135902451 3.58888912972699 -2.33174677281017 "2"
"3" -1.04233163322398 -2.99179506423491 -1.80697964268044 -0.627713234819588 -3.8905329740308 -2.17154260962102 -2.644119106355 -1.00344236698142 2.39497821511306 -1.01822775400399 "2"
"4" -2.06496837686904 -5.22163230942191 -1.50957821732902 4.54543094202993 -3.79821207598278 0.568263466543918 -2.32003669733299 -1.12555122708183 1.49483465268327 -3.06600430453286 "2"
"5" -0.259220170111437 -3.84036381451062 -1.80835152465425 2.73552988210181 -2.78668564451794 0.763885345232396 -2.22863018259382 0.0746850364734467 -2.22416534285688 -4.1017026153213 "2"
"6" -2.28412331654035 -3.88167489063347 -0.654415676903855 4.45079209314536 -3.13652567192074 2.26339186163131 -3.17273531696151 -1.08593096477097 -0.27334702089993 -2.35656911861476 "2"
"7" -0.520847163508443 -3.63160361688095 1.23714664373718 2.26151864168265 -2.50021224563296 -0.699001151557104 -0.694988514970784 1.33420720788564 -0.359682649586554 -4.03642971975481 "2"
"8" 0.673074186693323 1.26664543217312 5.4633766499743 -2.39525084590405 -0.30608323383585 -2.04555104438131 4.12950612664196 2.00488647109609 1.52657585279263 3.6846799316738 "1"
"9" 3.75872150443297 -1.99948450520264 4.22234258127378 0.239315352826481 0.866447438233682 -1.47522618911243 1.82580588237987 2.75752889015744 2.35851399902476 4.43810084349674 "1"
"10" -3.6322760030606 -4.09615407811534 -0.893722810270723 3.39615868604675 -2.25667721698784 -0.116754545818001 -1.38689366920613 -0.0217447753603062 2.21083634920361 -1.18714561939256 "2"
"11" 0.882443745047423 -3.81358397828243 -5.11927456534806 -5.16033485537803 -2.49712788549618 -3.16431133122325 -0.966985206502063 0.833133155028504 -2.59541501319664 -1.37312314459149 "2"
"12" -2.76843412481577 -3.01157571246701 0.0355959218612039 2.44965236120096 0.149040920541375 -1.08229518995262 -3.04372746202599 0.223357119898851 0.0851228707028019 -2.95743698806153 "2"
"13" 1.2870048095928 -1.27453897985152 -0.922001007536739 -3.37221236688963 -4.20685313277464 1.56846881092599 1.46307286270284 -0.112269784185079 6.56199110921085 1.93104404709655 "1"
"14" -3.89904766968708 -4.54995952672119 -2.68721246193441 3.09197379105072 -3.5093190300528 -1.63169626459699 -3.68662078723872 -4.19332516807939 2.59914559247863 -1.59372823176206 "2"
"15" 0.231394006247368 -4.67730072233481 -2.62852521521971 2.85779302185133 -4.89999657916718 -1.76029680610736 -2.2091363518943 -1.99869005944315 -0.698178736050793 -4.62373620821741 "2"
"16" -0.756775398389328 3.1775681254387 1.29238634887216 2.42523519558274 0.904306434535151 -0.414405141736579 4.09796471441521 -2.74465824308483 1.09954157834506 3.67191880561128 "1"
"17" -1.54234405238637 -4.13068964675506 -2.4781011110563 2.37712020620385 -0.657963158364517 3.28307564480099 -0.819543764839759 2.31426022361801 -5.82436760365814 -2.19941129617962 "2"
"18" 5.84909603283861 -0.942902542837076 0.554254614867221 -3.04989303915957 -1.03204954153394 -0.43396204601943 4.58935243233937 0.04026445017432 4.81476149492776 3.35308326077036 "1"
"19" 3.00069102992254 -4.84514593745381 -0.236945875783688 -1.19423861730234 -2.80506452062226 0.453969577590773 0.331937689616649 2.38676975169769 5.10077477830378 3.15220566173861 "1"
"20" -0.744994679304341 -4.16206390700566 1.65281772824626 2.72762847394285 -2.07745161072781 -0.573929286724348 -2.6969338195482 1.0456269251744 2.20570623728783 -4.03173838762556 "2"
"21" -0.182062016523043 -4.52774053365605 -2.1827881965495 -0.466320523991584 -1.95359007378707 1.38642000059622 -1.03363801334848 3.70100748786482 -1.85596321590413 -0.371247266116438 "2"
"22" -0.718279326030561 -4.6149568439474 1.12366635231452 -1.75332206099206 -4.05682933936601 3.5883968120409 -2.51371984556438 2.67574577804365 2.69892844577379 3.58207418098733 "1"
"23" -1.48179109517654 -3.14144402098624 2.30801574600879 1.8412059718218 -0.582873598821682 -0.503348032858595 -0.860186725396042 3.23246099286849 3.23550062376578 4.74230187999805 "1"
"24" -0.219419491140071 -4.66883023299955 -2.1467299366883 -0.456143156381124 -1.7252461679657 -0.930882037403723 -0.0628073913719622 2.22246214741511 -2.56783855935061 -2.75123281033886 "2"
"25" -0.594181887418006 -3.99803921302339 -1.13885281706499 1.71637253303766 -2.97838938001366 0.523615595655122 -3.37402105087101 -0.214437675562427 1.21263313702695 -3.1772733189972 "2"
"26" -1.02238060151695 -1.03057231663058 2.21346483248246 4.11921520451425 0.516038224024865 -0.933199089561433 0.812047755755675 1.01956256802708 1.33141004242381 3.37120930934102 "1"
"27" -1.19151206301999 -3.62821213131034 -4.35577586394921 1.12815167783636 -3.88405731958394 -1.10852290895217 -1.01769006512999 -1.51430123666481 -2.6995279426793 -2.22348731246202 "2"
"28" 0.725833578648589 -3.59517138790151 -0.459769708225325 2.08624263826437 -2.78094243774038 3.4803218027308 -4.35333346964516 1.66314791672565 -1.21741953105759 -2.48616394978675 "2"
"29" 1.181131715635 -0.710697624365613 4.15942146531811 -0.347156233725312 -0.978362429855444 0.226890011868388 1.00656182435254 2.03836922491308 -1.09643489959568 3.71163273751861 "1"
"30" 0.431346106104634 -4.04395445385372 -0.0141776567379502 3.53244990386218 -3.99811610013071 -0.631177704758469 0.330600295105525 1.03923884986919 -1.95878611222191 -5.04745370567437 "2"
