"M1" "M2"
"1" 0.370613321004994 -1.89990589806475
"2" -2.70317241730287 3.07428496654634
"3" -1.05797251955408 -1.09807249424975
"4" -1.2507064689303 -1.5378710015927
"5" -2.71534954978748 2.49470377839322
"6" 0.711255042655676 -0.834757442206119
"7" 0.316618740662486 -1.85401523959069
"8" -4.42280862064864 1.48052662514775
"9" -2.16764683497842 -1.89061831831265
"10" -2.68791626853221 -1.24648896285921
"11" -1.69080226795524 -1.71686604917697
"12" 0.599485615523952 -1.29621277155021
"13" 0.129225116698776 -2.49040837197994
"14" 0.111267006911823 -2.40360493091842
"15" -0.956796118204883 -1.65937489624515
"16" 0.627457479896506 -1.15437912613037
"17" -2.57469701271281 -2.31806534791538
"18" -4.22523995097318 1.3119525374449
"19" 0.540819763663421 -1.29388278466504
"20" -3.23966587555971 2.53232507614726
"21" -1.4969934992764 -1.23702865933007
"22" -2.97456277307821 -1.48099496298231
"23" -3.04411748373998 2.897290889398
"24" 0.391882025562798 -1.85722827934227
"25" -0.458428889468673 -2.18963894027445
"26" -1.99697126805397 -1.64710718574436
"27" 0.716779905846386 -0.649073960861085
"28" 0.502291874014204 -1.52466278276801
"29" 0.265080908263744 -1.98516723286004
"30" -1.72449758133523 -1.45279990785852
"31" -2.45463378533918 -0.441330945315704
"32" -2.33081432448486 -0.966404646365133
"33" -2.75832508725379 -0.510633344827957
"34" -3.53446091580574 1.97754387086612
"35" -1.62371638688516 -2.64749887348842
"36" -2.31051470406056 -1.65400264500307
"37" -4.76332953150568 1.46039586451964
"38" -1.61846590472553 -1.51611290422092
"39" 0.532009964408642 -1.45054416689509
"40" -0.0122039215497427 -2.52815064692548
"41" -0.544536617064831 -1.68836255056664
"42" -1.65049947048948 -1.7008575478218
"43" 0.481906219476837 -1.65588250454756
"44" -4.57812113239349 -0.880871624807756
"45" 0.830507906956087 -0.655534577914089
"46" -3.20967575938033 -0.24483760859207
"47" 0.139794450725778 -2.48080826554148
"48" 0.22501493089146 -2.20360480791676
"49" -1.00751246959712 -1.2222998915742
"50" 0.646386012501266 -0.952838310126899
"51" 0.579035835365378 -0.990382109262177
"52" -1.58383278019941 -2.28138107602092
"53" -3.27190882599911 -0.930923571280026
"54" 0.139013899881527 -2.19979756031872
